Dataset name: Derived Data; Frequency: Daily; Reference area: United States; Derived data economic concept: Exchange rate USD against EUR; Derived data transformation: Level; Derived data suffix: BIS
,DD.D.US.USD_EUR.LEV.5B
,"United States, Exchange rate USD against EUR, Level - BIS"
Collection:,Average of observations through period (A)
Period\Unit:,[US dollar ]
1986-12-01,1.0602
1986-11-28,1.0521
1986-11-27,1.0456
1986-11-26,1.0475
1986-11-25,1.0363
1986-11-24,1.0299
1986-11-21,1.0319
1986-11-20,1.0373
1986-11-19,1.0334
1986-11-18,1.0313
1986-11-17,1.0360
1986-11-14,1.0341
1986-11-13,1.0300
1986-11-12,1.0302
1986-11-11,1.0271
1986-11-10,1.0229
1986-11-07,1.0127
1986-11-06,1.0124
1986-11-05,1.0103
1986-11-04,1.0175
1986-11-03,1.0089
1986-10-31,1.0104
1986-10-30,1.0327
1986-10-29,1.0278
1986-10-28,1.0269
1986-10-27,1.0227
1986-10-24,1.0286
1986-10-23,1.0442
1986-10-22,1.0476
1986-10-21,1.0456
1986-10-20,1.0464
1986-10-17,1.0541
1986-10-16,1.0556
1986-10-15,1.0547
1986-10-14,1.0527
1986-10-13,1.0504
1986-10-10,1.0473
1986-10-09,1.0420
1986-10-08,1.0421
1986-10-07,1.0378
1986-10-06,1.0471
1986-10-03,1.0446
1986-10-02,1.0330
1986-10-01,1.0317
1986-09-30,1.0296
1986-09-29,1.0305
1986-09-26,1.0232
1986-09-25,1.0204
1986-09-24,1.0253
1986-09-23,1.0228
1986-09-22,1.0310
1986-09-19,1.0504
1986-09-18,1.0415
1986-09-17,1.0316
1986-09-16,1.0269
1986-09-15,1.0259
1986-09-12,1.0107
1986-09-11,1.0146
1986-09-10,1.0215
1986-09-09,1.0194
1986-09-08,1.0192
1986-09-05,1.0342
1986-09-04,1.0371
1986-09-03,1.0315
1986-09-02,1.0350
1986-09-01,1.0349
1986-08-29,1.0245
1986-08-28,1.0257
1986-08-27,1.0217
1986-08-26,1.0265
1986-08-25,1.0284
1986-08-22,1.0303
1986-08-21,1.0248
1986-08-20,1.0279
1986-08-19,1.0192
1986-08-18,1.0227
1986-08-15,1.0237
1986-08-14,1.0233
1986-08-13,1.0193
1986-08-12,1.0179
1986-08-11,1.0246
1986-08-08,1.0177
1986-08-07,1.0190
1986-08-06,1.0146
1986-08-05,1.0061
1986-08-04,1.0153
1986-08-01,1.0156
1986-07-31,1.0110
1986-07-30,1.0001
1986-07-29,1.0011
1986-07-28,0.9921
1986-07-25,0.9868
1986-07-24,0.9952
1986-07-23,0.9932
1986-07-22,0.9977
1986-07-21,0.9973
1986-07-18,0.9875
1986-07-17,0.9913
1986-07-16,0.9904
1986-07-15,0.9863
1986-07-14,0.9737
1986-07-11,0.9794
1986-07-10,0.9841
1986-07-09,0.9792
1986-07-08,0.9877
1986-07-07,0.9896
1986-07-04,0.9876
1986-07-03,0.9903
1986-07-02,0.9839
1986-07-01,0.9841
1986-06-30,0.9782
1986-06-27,0.9701
1986-06-26,0.9675
1986-06-25,0.9690
1986-06-24,0.9645
1986-06-23,0.9475
1986-06-20,0.9574
1986-06-19,0.9631
1986-06-18,0.9669
1986-06-17,0.9661
1986-06-16,0.9772
1986-06-13,0.9676
1986-06-12,0.9716
1986-06-11,0.9715
1986-06-10,0.9648
1986-06-09,0.9591
1986-06-06,0.9624
1986-06-05,0.9525
1986-06-04,0.9469
1986-06-03,0.9458
1986-06-02,0.9243
1986-05-30,0.9324
1986-05-29,0.9421
1986-05-28,0.9483
1986-05-27,0.9412
1986-05-26,0.9445
1986-05-23,0.9435
1986-05-22,0.9515
1986-05-21,0.9586
1986-05-20,0.9691
1986-05-16,0.9711
1986-05-15,0.9816
1986-05-14,0.9797
1986-05-13,0.9869
1986-05-12,0.9890
1986-05-09,0.9862
1986-05-07,0.9761
1986-05-06,0.9663
1986-05-05,0.9852
1986-05-02,0.9713
1986-04-30,0.9833
1986-04-29,0.9890
1986-04-28,0.9893
1986-04-25,0.9755
1986-04-24,0.9799
1986-04-23,0.9824
1986-04-22,0.9811
1986-04-21,0.9724
1986-04-18,0.9676
1986-04-17,0.9638
1986-04-16,0.9524
1986-04-15,0.9276
1986-04-14,0.9315
1986-04-11,0.9348
1986-04-10,0.9228
1986-04-09,0.9270
1986-04-08,0.9218
1986-04-07,0.9001
1986-04-03,0.9144
1986-04-02,0.9199
1986-04-01,0.9306
1986-03-27,0.9367
1986-03-26,0.9252
1986-03-25,0.9363
1986-03-24,0.9469
1986-03-21,0.9629
1986-03-20,0.9608
1986-03-19,0.9569
1986-03-18,0.9610
1986-03-17,0.9605
1986-03-14,0.9557
1986-03-13,0.9465
1986-03-12,0.9542
1986-03-11,0.9497
1986-03-10,0.9507
1986-03-07,0.9609
1986-03-06,0.9610
1986-03-05,0.9680
1986-03-04,0.9745
1986-03-03,0.9667
1986-02-28,0.9707
1986-02-27,0.9776
1986-02-26,0.9634
1986-02-25,0.9600
1986-02-24,0.9467
1986-02-21,0.9339
1986-02-20,0.9408
1986-02-19,0.9348
1986-02-18,0.9213
1986-02-17,0.9223
1986-02-14,0.9192
1986-02-13,0.9143
1986-02-12,0.9167
1986-02-11,0.9112
1986-02-10,0.9078
1986-02-07,0.9036
1986-02-06,0.9079
1986-02-05,0.8995
1986-02-04,0.8946
1986-02-03,0.9048
1986-01-31,0.9071
1986-01-30,0.9066
1986-01-29,0.9060
1986-01-28,0.9031
1986-01-27,0.8998
1986-01-24,0.8951
1986-01-23,0.8861
1986-01-22,0.8820
1986-01-21,0.8860
1986-01-20,0.8826
1986-01-17,0.8855
1986-01-16,0.8893
1986-01-15,0.8852
1986-01-14,0.8826
1986-01-13,0.8822
1986-01-10,0.8898
1986-01-09,0.8871
1986-01-08,0.8934
1986-01-07,0.8968
1986-01-06,0.8846
1986-01-03,0.8876
1986-01-02,0.8911
1985-12-31,0.8879
1985-12-30,0.8875
1985-12-27,0.8799
1985-12-24,0.8718
1985-12-23,0.8719
1985-12-20,0.8695
1985-12-19,0.8679
1985-12-18,0.8697
1985-12-17,0.8724
1985-12-16,0.8692
1985-12-13,0.8718
1985-12-12,0.8689
1985-12-11,0.8592
1985-12-10,0.8651
1985-12-09,0.8704
1985-12-06,0.8730
1985-12-05,0.8715
1985-12-04,0.8763
1985-12-03,0.8704
1985-12-02,0.8831
1985-11-29,0.8771
1985-11-28,0.8720
1985-11-27,0.8664
1985-11-26,0.8596
1985-11-25,0.8614
1985-11-22,0.8546
1985-11-21,0.8529
1985-11-20,0.8508
1985-11-19,0.8472
1985-11-18,0.8419
1985-11-15,0.8445
1985-11-14,0.8456
1985-11-13,0.8456
1985-11-12,0.8416
1985-11-11,0.8407
1985-11-08,0.8413
1985-11-07,0.8503
1985-11-06,0.8490
1985-11-05,0.8459
1985-11-04,0.8513
1985-11-01,0.8456
1985-10-31,0.8457
1985-10-30,0.8465
1985-10-29,0.8402
1985-10-28,0.8357
1985-10-25,0.8358
1985-10-24,0.8352
1985-10-23,0.8385
1985-10-22,0.8382
1985-10-21,0.8405
1985-10-18,0.8385
1985-10-17,0.8337
1985-10-16,0.8251
1985-10-15,0.8307
1985-10-14,0.8313
1985-10-11,0.8329
1985-10-10,0.8329
1985-10-09,0.8376
1985-10-08,0.8372
1985-10-07,0.8375
1985-10-04,0.8473
1985-10-03,0.8382
1985-10-02,0.8376
1985-10-01,0.8270
1985-09-30,0.8262
1985-09-27,0.8295
1985-09-26,0.8353
1985-09-25,0.8192
1985-09-24,0.8203
1985-09-23,0.8219
1985-09-20,0.7729
1985-09-19,0.7648
1985-09-18,0.7658
1985-09-17,0.7748
1985-09-16,0.7662
1985-09-13,0.7650
1985-09-12,0.7499
1985-09-11,0.7575
1985-09-10,0.7573
1985-09-09,0.7538
1985-09-06,0.7651
1985-09-05,0.7843
1985-09-04,0.7842
1985-09-03,0.7832
1985-09-02,0.7886
1985-08-30,0.8004
1985-08-29,0.8028
1985-08-28,0.8044
1985-08-27,0.8017
1985-08-26,0.8073
1985-08-23,0.8073
1985-08-22,0.8092
1985-08-21,0.7999
1985-08-20,0.8045
1985-08-19,0.8059
1985-08-16,0.8048
1985-08-15,0.8045
1985-08-14,0.7978
1985-08-13,0.8011
1985-08-12,0.7954
1985-08-09,0.7852
1985-08-08,0.7841
1985-08-07,0.7798
1985-08-06,0.7839
1985-08-05,0.7909
1985-08-02,0.7867
1985-08-01,0.7982
1985-07-31,0.8014
1985-07-30,0.7922
1985-07-29,0.7923
1985-07-26,0.7806
1985-07-25,0.7843
1985-07-24,0.7818
1985-07-23,0.7878
1985-07-22,0.7778
1985-07-19,0.7837
1985-07-18,0.7932
1985-07-17,0.7916
1985-07-16,0.7793
1985-07-15,0.7829
1985-07-12,0.7761
1985-07-11,0.7658
1985-07-10,0.7676
1985-07-09,0.7603
1985-07-08,0.7487
1985-07-05,0.7422
1985-07-04,0.7417
1985-07-03,0.7402
1985-07-02,0.7369
1985-07-01,0.7421
1985-06-28,0.7349
1985-06-27,0.7362
1985-06-26,0.7344
1985-06-25,0.7333
1985-06-24,0.7312
1985-06-21,0.7279
1985-06-20,0.7385
1985-06-19,0.7469
1985-06-18,0.7378
1985-06-17,0.7317
1985-06-14,0.7301
1985-06-13,0.7238
1985-06-12,0.7285
1985-06-11,0.7255
1985-06-10,0.7251
1985-06-07,0.7337
1985-06-06,0.7340
1985-06-05,0.7307
1985-06-04,0.7359
1985-06-03,0.7384
1985-05-31,0.7265
1985-05-30,0.7307
1985-05-29,0.7218
1985-05-28,0.7212
1985-05-24,0.7263
1985-05-23,0.7242
1985-05-22,0.7300
1985-05-21,0.7356
1985-05-20,0.7402
1985-05-17,0.7270
1985-05-15,0.7282
1985-05-14,0.7310
1985-05-13,0.7262
1985-05-10,0.7172
1985-05-09,0.7178
1985-05-08,0.7020
1985-05-07,0.7021
1985-05-06,0.6902
1985-05-03,0.6995
1985-05-02,0.7062
1985-04-30,0.7243
1985-04-29,0.7184
1985-04-26,0.7081
1985-04-25,0.7168
1985-04-24,0.7138
1985-04-23,0.7388
1985-04-22,0.7473
1985-04-19,0.7508
1985-04-18,0.7348
1985-04-17,0.7408
1985-04-16,0.7430
1985-04-15,0.7402
1985-04-12,0.7286
1985-04-11,0.7213
1985-04-10,0.7109
1985-04-09,0.7093
1985-04-04,0.7086
1985-04-03,0.7151
1985-04-02,0.7094
1985-04-01,0.7186
1985-03-29,0.7271
1985-03-28,0.7175
1985-03-27,0.7121
1985-03-26,0.6913
1985-03-25,0.6902
1985-03-22,0.6958
1985-03-21,0.6864
1985-03-20,0.6826
1985-03-19,0.6797
1985-03-18,0.6608
1985-03-15,0.6542
1985-03-14,0.6572
1985-03-13,0.6639
1985-03-12,0.6623
1985-03-11,0.6622
1985-03-08,0.6516
1985-03-07,0.6528
1985-03-06,0.6482
1985-03-05,0.6500
1985-03-04,0.6587
1985-03-01,0.6619
1985-02-28,0.6676
1985-02-27,0.6687
1985-02-26,0.6392
1985-02-25,0.6476
1985-02-22,0.6573
1985-02-21,0.6646
1985-02-20,0.6704
1985-02-19,0.6709
1985-02-18,0.6770
1985-02-15,0.6805
1985-02-14,0.6770
1985-02-13,0.6755
1985-02-12,0.6777
1985-02-11,0.6837
1985-02-08,0.6865
1985-02-07,0.6899
1985-02-06,0.6902
1985-02-05,0.6911
1985-02-04,0.6955
1985-02-01,0.7008
1985-01-31,0.7029
1985-01-30,0.7014
1985-01-29,0.7018
1985-01-28,0.7007
1985-01-25,0.7030
1985-01-24,0.7002
1985-01-23,0.7000
1985-01-22,0.7012
1985-01-21,0.7008
1985-01-18,0.6999
1985-01-17,0.6976
1985-01-16,0.6986
1985-01-15,0.6964
1985-01-14,0.7025
1985-01-11,0.7058
1985-01-10,0.7046
1985-01-09,0.7029
1985-01-08,0.7090
1985-01-07,0.7025
1985-01-04,0.7056
1985-01-03,0.7048
1985-01-02,0.7016
1984-12-31,0.7089
1984-12-28,0.7111
1984-12-27,0.7100
1984-12-21,0.7138
1984-12-20,0.7170
1984-12-19,0.7207
1984-12-18,0.7211
1984-12-17,0.7207
1984-12-14,0.7185
1984-12-13,0.7228
1984-12-12,0.7219
1984-12-11,0.7241
1984-12-10,0.7223
1984-12-07,0.7264
1984-12-06,0.7267
1984-12-05,0.7292
1984-12-04,0.7225
1984-12-03,0.7160
1984-11-30,0.7218
1984-11-29,0.7252
1984-11-28,0.7246
1984-11-27,0.7297
